,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0006399,GO:0006399,tRNA metabolic process,60/1349,192/28928,0.3125,6.701260193,17.52979082,3.74097746101329e-33,7.30689291786438e-31,5.69069042355454e-31,Exosc3/Farsa/Gatb/Hsd17b10/Exosc8/Fars2/Yrdc/Trmt61a/Qrsl1/Mars1/Mars2/Rtcb/Polr3a/Aars2/Trmu/Rpp25l/Iars2/Trnt1/Clp1/Trmt6/Rpp38/Lars2/Nat10/Pop1/Dph3/Polr3e/Vars2/Kti12/Sepsecs/Polr3d/Prorp/Pop5/Sars2/Mocs3/Elp3/Wdr4/Elp5/Trp53rka/Pop4/Rpp14/Exosc2/Gatc/Exosc7/Pop7/Trmt112/Pars2/Osgep/Elac2/Ctu2/Elp1/Dars2/Tprkb/Ptcd1/Tsen54/Exosc9/Nars2/Exosc10/Mettl1/Rars2/Wars2,60
GO:0140014,GO:0140014,mitotic nuclear division,72/1349,282/28928,0.255319149,5.475072157,16.70171306,3.77942737130916e-33,7.30689291786438e-31,5.69069042355454e-31,Cltc/Cdk1/Ran/Ccnb1/Plk1/Nfib/Bub3/Ctdp1/Smc3/Ino80/Chmp6/Ppp2r1a/Aurka/Smc4/Ncaph2/Spdl1/Ndc80/Anapc11/Pcid2/Bccip/Smarca5/Smc2/Cdca8/Ncapd2/Espl1/Tubg1/Chmp4b/Hnrnpu/Knl1/Chek1/Rad21/Bora/Stag2/Ik/Ncapg2/Incenp/Kpnb1/Cul3/Birc5/Cdc23/Mad2l1/Pibf1/Kif3b/Banf1/Nudc/Anapc5/Kif18b/Kat5/Numa1/Cdt1/Spag5/Ska2/Ncapg/Cep192/Nipbl/Ttk/Fgfr2/Fbxo5/Prpf4b/Cep85/Ankle2/Chmp3/Tpr/Kif4/Tpx2/Chmp7/Dctn2/Prc1/Bub1b/Cdc20/Ska3/Kif23,72
GO:0044772,GO:0044772,mitotic cell cycle phase transition,90/1349,455/28928,0.197802198,4.241676781,15.41442077,6.88761126757466e-32,1.27834065126186e-29,9.95586083435107e-30,Rrm1/Cdk1/Ccna2/Ccnb1/Plk1/Nfib/Rrm2/Rps6/Pole/Bub3/Ctdp1/Ppp2ca/Wee1/Ino80/Rpa2/Taf2/Actl6a/Spdl1/Topbp1/Ndc80/Anapc11/Pcid2/Sin3a/Men1/Cdc73/Anapc2/Mastl/Stil/Pkmyt1/Mepce/Cdca8/Plrg1/Chmp4b/Anapc1/Skp2/Knl1/Id2/Dbf4/Ercc3/Orc1/Nop53/Chek1/Rad21/Ints3/Ik/Rpl17/Brd4/Hus1/Rad51c/Cdc27/Smarca4/Incenp/Hinfp/Cul3/Clspn/Birc5/Cdc23/Mad2l1/Smarce1/Cdk7/Rptor/Ccnh/Brca1/Anapc5/Ddb1/Rad17/Smc5/Cep192/Mbtps1/Ttk/Ccnd1/Fbxo5/Eif4e/Prpf4b/Lsm11/Lsm10/Tpr/Mnat1/Cdc7/Zfp830/Chmp7/Sass6/Bub1b/Cdc20/Ska3/Ccnf/Ctc1/Atr/Smarcb1/Taf10,90
GO:0007051,GO:0007051,spindle organization,60/1349,204/28928,0.294117647,6.307068417,16.82347574,1.63986992058929e-31,2.92653708905165e-29,2.27922001513483e-29,Rae1/Cltc/Tubb5/Ccnb1/Plk1/Haus4/Dync1h1/Dctn6/Smc3/Sbds/Ino80/Chmp6/Rps3/Ppp2r1a/Aurka/Ndc80/Bccip/Dcaf13/Stil/Haus5/Cdca8/Espl1/Haus7/Tubg1/Chmp4b/Cenph/Hnrnpu/Bora/Stag2/Hdac3/Incenp/Kpnb1/Ptpa/Birc5/Haus3/Pibf1/Kif3b/Nudc/Dicer1/Ddb1/Numa1/Spag5/Ska2/Cep192/Fbxo5/Chmp3/Tpr/Kif4/Tpx2/Chmp7/Dctn2/Prc1/Sass6/Haus1/Cep120/Tubgcp4/Cdc20/Ska3/Tubgcp3/Kif23,60
GO:0065004,GO:0065004,protein-DNA complex assembly,55/1349,172/28928,0.319767442,6.857103453,17.03928222,4.49620053004461e-31,7.72680387385445e-29,6.01772180103047e-29,Sox9/Taf1c/Brf2/Rad51/Brf1/Med22/Chaf1b/Oip5/Taf2/Gtf2a1/Med11/Taf5/H2bc1/Cenpa/Cenpw/Supt16/Smarca5/Dr1/Cenph/Hjurp/H4c14/Sart3/Med27/Med7/Rbbp4/Med26/Rad51c/Taf12/Smarca4/Med8/Med30/Cenpo/Rrn3/Cdc45/Taf6/Cenpn/Cdt1/Psmc6/Cenpp/Med31/Taf7/Mcm2/Med4/Med21/Med10/Taf8/Tbp/Brd2/Taf6l/Ssrp1/Smarcb1/Taf10/Med28/Bdp1/Taf3,55
GO:0071824,GO:0071824,protein-DNA complex organization,57/1349,193/28928,0.295336788,6.333211705,16.44107811,4.19809747216118e-30,6.95684723958139e-28,5.41807091049975e-28,Sox9/Taf1c/Brf2/Rad51/Brf1/Med22/Chaf1b/Oip5/Taf2/Gtf2a1/Med11/Taf5/H2bc1/Cenpa/Cenpw/Supt16/Smarca5/Dr1/Cenph/Hjurp/Supt6/H4c14/Sart3/Med27/Med7/Rbbp4/Med26/Rad51c/Taf12/Smarca4/Med8/Smarce1/Med30/Cenpo/Rrn3/Cdc45/Taf6/Cenpn/Cdt1/Psmc6/Cenpp/Med31/Taf7/Mcm2/Med4/Med21/Med10/Taf8/Tbp/Brd2/Taf6l/Ssrp1/Smarcb1/Taf10/Med28/Bdp1/Taf3,57
GO:1901987,GO:1901987,regulation of cell cycle phase transition,89/1349,475/28928,0.187368421,4.017934532,14.66766568,1.04821056361262e-29,1.67713690178019e-27,1.30617309070131e-27,Rrm1/Cdk1/Rad1/Ccnb1/Plk1/Ptpn11/Rrm2/Dna2/Rps6/Bub3/Rad51/Ppp2ca/Wee1/Rad9a/Paf1/Ino80/Rpa2/Aurka/Actl6a/Spdl1/Topbp1/Ndc80/Anapc11/Pcid2/Sin3a/Men1/Cdc73/Stil/Pkmyt1/Mepce/Ccnq/Cdca8/Plrg1/Trrap/Knl1/Id2/Dbf4/Timeless/Ercc3/Orc1/Nop53/Chek1/Rad21/Ints3/Gli1/Ik/Rpl17/Brd4/Hus1/Rad51c/Smarca4/Incenp/Hinfp/Cul3/Clspn/Birc5/Cdc23/Mad2l1/Smarce1/Cdk7/Rptor/Ppp1r10/Ccnh/Brca1/Anapc5/Ddb1/Rad17/Paxip1/Cdt1/Cep192/Mbtps1/Ttk/Ccnd1/Fbxo5/Prpf4b/Lsm11/Lsm10/Tpr/Mnat1/Cdc7/Zfp830/Sass6/Bub1b/Cdc20/Ska3/Ctc1/Atr/Dot1l/Smarcb1,89
GO:0051225,GO:0051225,spindle assembly,47/1349,135/28928,0.348148148,7.465700244,16.65357232,1.30388259346937e-28,2.01667174456597e-26,1.57060664680013e-26,Cltc/Tubb5/Plk1/Haus4/Dync1h1/Smc3/Ino80/Chmp6/Rps3/Aurka/Ndc80/Bccip/Dcaf13/Stil/Haus5/Cdca8/Haus7/Chmp4b/Hnrnpu/Stag2/Hdac3/Incenp/Kpnb1/Birc5/Haus3/Pibf1/Kif3b/Dicer1/Ddb1/Numa1/Spag5/Ska2/Cep192/Fbxo5/Chmp3/Tpr/Kif4/Tpx2/Chmp7/Prc1/Sass6/Haus1/Tubgcp4/Cdc20/Ska3/Tubgcp3/Kif23,47
GO:0006261,GO:0006261,DNA-templated DNA replication,50/1349,156/28928,0.320512821,6.873087377,16.26717545,2.0269261756876e-28,3.03385079199692e-26,2.36279713451121e-26,Gins2/Rrm1/Zpr1/Pcna/Dna2/Pole/Rad51/Upf1/Rfc3/Gins1/Pold2/Ino80/Orc5/Topbp1/Mcm5/Rfc4/Rfc5/Twnk/Prim2/Pole2/Cdk9/Rtf2/Prim1/Mcm3/Dbf4/Timeless/Rfc2/Orc6/Noc3l/Orc1/Pold1/Mms22l/Pola1/Wdr18/Gins3/Cdc45/Mcm4/Brca1/Cdt1/Polrmt/Mcmbp/Fbxo5/Mcm2/Dnaja3/Polg2/Cdc7/Zfp830/Atr/Tk1/Gins4,50
GO:0031123,GO:0031123,RNA 3'-end processing,40/1349,95/28928,0.421052632,9.029066365,17.33605793,2.6574952478779e-28,3.85336810942295e-26,3.00104644275159e-26,Ccnb1/Rps21/Ncbp2/Exosc3/Ints9/Hsd17b10/Cpsf2/Exosc8/Paf1/Ncbp1/Rprd1b/Pnpt1/Cstf3/Cdc73/Trnt1/Clp1/Cdk9/Supv3l1/Pabpn1/Fip1l1/Mtpap/Dkc1/Cstf2/Ints8/Pcf11/Ssu72/Exosc2/Exosc7/Papola/Lsm11/Dhx36/Lsm10/Tut1/Elac2/Exosc5/Ythdc1/Ints2/Ptcd1/Exosc9/Exosc10,40
GO:0006367,GO:0006367,transcription initiation at RNA polymerase II promoter,50/1349,159/28928,0.314465409,6.743406483,16.06105792,5.54245891355989e-28,7.79303313906603e-26,6.06930189800674e-26,Med12/Polr2g/Med22/Wdr5/Taf2/Gtf2a1/Med11/Taf5/Pcid2/Men1/Dr1/Elob/Med27/Ercc3/Med7/Med26/Sgf29/Kat8/Taf12/Smarca4/Med8/Setd1a/Cdk7/Med30/Ccnh/Taf6/Paxip1/Psmc6/Gtf2e2/Med31/Med13/Taf7/Trmt112/Ash2l/Kmt2a/Dhx36/Med4/Med21/Med10/Taf8/Mnat1/Tbp/Taf6l/Rbbp5/Polr2i/Smarcb1/Taf10/Med28/Rbm14/Taf3,50
GO:0000280,GO:0000280,nuclear division,85/1349,468/28928,0.181623932,3.894749514,13.96319759,2.0069078142014e-27,2.73883889938073e-25,2.13303855298867e-25,Cltc/Cdk1/Ran/Rad1/Ccnb1/Plk1/Nfib/Bub3/Rad51/Ctdp1/Smc3/Ino80/Chmp6/Ppp2r1a/Aurka/Smc4/Ncaph2/Spdl1/Topbp1/Ndc80/Anapc11/Pcid2/Top2a/Bccip/Dcaf13/Smarca5/Mastl/Smc2/Cdca8/Ncapd2/Espl1/Tubg1/Sgo1/Chmp4b/Hnrnpu/Knl1/Chek1/Rad21/Bora/Stag2/Ik/Ncapg2/Rad51c/Incenp/Kpnb1/Cul3/Birc5/Cdc23/Mad2l1/Pibf1/Kif3b/Banf1/Nudc/Anapc5/Kif18b/Ddb1/Rad51d/Kat5/Numa1/Cdt1/Spag5/Ska2/Psmd13/Ncapg/Cep192/Nipbl/Ttk/Fgfr2/Fbxo5/Prpf4b/Cep85/Ankle2/Chmp3/Tpr/Kif4/Tpx2/Chmp7/Dctn2/BC005624/Prc1/Bub1b/Actr2/Cdc20/Ska3/Kif23,85
GO:1901990,GO:1901990,regulation of mitotic cell cycle phase transition,72/1349,354/28928,0.203389831,4.361498159,14.07399537,1.70426643116957e-26,2.2593703544648e-24,1.75962305509929e-24,Rrm1/Cdk1/Ccnb1/Plk1/Rrm2/Bub3/Ppp2ca/Wee1/Ino80/Rpa2/Actl6a/Spdl1/Topbp1/Ndc80/Anapc11/Pcid2/Sin3a/Men1/Cdc73/Stil/Pkmyt1/Mepce/Cdca8/Plrg1/Knl1/Id2/Dbf4/Ercc3/Orc1/Nop53/Chek1/Rad21/Ints3/Ik/Rpl17/Brd4/Hus1/Rad51c/Smarca4/Incenp/Cul3/Clspn/Birc5/Cdc23/Mad2l1/Smarce1/Cdk7/Rptor/Ccnh/Brca1/Anapc5/Ddb1/Rad17/Cep192/Mbtps1/Ttk/Ccnd1/Fbxo5/Prpf4b/Lsm11/Lsm10/Tpr/Mnat1/Cdc7/Zfp830/Sass6/Bub1b/Cdc20/Ska3/Ctc1/Atr/Smarcb1,72
GO:0045787,GO:0045787,positive regulation of cell cycle,72/1349,360/28928,0.2,4.288806523,13.88730815,5.01733498416818e-26,6.46678731292788e-24,5.03640672533607e-24,Rps15a/Rrm1/Cdk1/Zpr1/Ccnb1/Ptpn11/Rrm2/Dync1h1/Paf1/Smc6/Ino80/Aurka/Smc4/Ncaph2/Ndc80/Anapc11/Pcid2/Sin3a/Fnta/Cdc73/Stil/Mepce/Smc2/Cdca8/Ncapd2/Sfpq/Plrg1/Hnrnpu/Knl1/Id2/Dbf4/Orc1/Chek1/Rad21/Gli1/Rpl17/Brd4/Ncapg2/Rad51c/Incenp/Cul3/Birc5/Cdc23/Mad2l1/Rptor/Ppp1r10/Ect2/Kif3b/Exoc7/Brca1/Anapc5/Smc5/Kat5/Numa1/Spag5/Fntb/Ccnd1/Fgfr2/Fbxo5/Eif4e/Lsm11/Lsm10/Chmp3/Tpr/Mnat1/Cdc7/Sass6/Cep120/Cdc20/Ska3/Fen1/Kif23,72
GO:0051983,GO:0051983,regulation of chromosome segregation,44/1349,134/28928,0.328358209,7.041324143,15.50250758,1.16150571078526e-25,1.45659094541719e-23,1.13440941824347e-23,Cdk1/Ccnb1/Plk1/Bub3/Smc6/Smc4/Ncaph2/Actl6a/Spdl1/Ndc80/Anapc11/Pcid2/Anapc2/Smc2/Cdca8/Ncapd2/Hnrnpu/Anapc1/Knl1/Rad21/Ik/Ncapg2/Cdc27/Smarca4/Incenp/Cul3/Birc5/Cdc23/Mad2l1/Smarce1/Anapc5/Smc5/Kat5/Numa1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/BC005624/Bub1b/Cdc20/Ska3/Smarcb1,44
GO:0006403,GO:0006403,RNA localization,50/1349,182/28928,0.274725275,5.891217752,14.63970738,5.68563485896718e-25,6.94245940673887e-23,5.40686550438624e-23,Eif4a3/Thoc3/Rae1/Srsf1/Cct4/Ran/Nup93/Ncbp2/Xpo1/Rbm8a/Tcp1/Nup85/Ncbp1/Srsf7/Prpf6/Pnpt1/Pcid2/Sec13/Magoh/Nxf1/Nup155/Nup43/Nop58/Supt6/Hnrnpu/Ranbp2/Pabpn1/Phax/Nup54/Xpo5/Kpnb1/Nup160/Nup88/Snupn/Dkc1/Alyref/Nup107/Nup214/Gle1/Thoc1/Nrde2/Mrpl18/Eif4e/Dhx36/Lrpprc/Tpr/Ythdc1/Ahctf1/Atr/Exosc10,50
GO:0090068,GO:0090068,positive regulation of cell cycle process,61/1349,276/28928,0.221014493,4.739441991,13.80550462,1.23546640058499e-24,1.46988823043957e-22,1.14476549344353e-22,Rrm1/Cdk1/Ccnb1/Rrm2/Dync1h1/Paf1/Smc6/Ino80/Aurka/Smc4/Ncaph2/Ndc80/Anapc11/Pcid2/Sin3a/Cdc73/Stil/Mepce/Smc2/Cdca8/Ncapd2/Sfpq/Plrg1/Hnrnpu/Knl1/Dbf4/Orc1/Rad21/Gli1/Rpl17/Brd4/Ncapg2/Rad51c/Incenp/Cul3/Birc5/Cdc23/Mad2l1/Rptor/Ppp1r10/Ect2/Kif3b/Exoc7/Anapc5/Smc5/Kat5/Numa1/Spag5/Ccnd1/Fbxo5/Lsm11/Lsm10/Chmp3/Tpr/Cdc7/Sass6/Cep120/Cdc20/Ska3/Fen1/Kif23,61
GO:0042255,GO:0042255,ribosome assembly,30/1349,61/28928,0.491803279,10.54624555,16.50688432,4.84198657489821e-24,5.61670442688192e-22,4.37435260832251e-22,Fau/Eif5/Rps19/Nip7/Rps6/Sbds/Rpsa/Dhx37/Rpf2/Rpl5/Rps28/Mettl17/Efl1/Eral1/Mrps2/Nop53/Bop1/Mrto4/Pwp2/Dhx29/Brix1/Rps14/Dhx30/Abt1/Rps15/Mterf3/Mdn1/Rpl38/Rrp7a/C1qbp,30
GO:0051304,GO:0051304,chromosome separation,35/1349,88/28928,0.397727273,8.528876609,15.64380172,6.34374301444221e-24,7.17926038707606e-22,5.59128877242108e-22,Ccnb1/Plk1/Bub3/Ppp2r1a/Smc4/Ncaph2/Spdl1/Ndc80/Anapc11/Pcid2/Top2a/Smc2/Cdca8/Ncapd2/Espl1/Knl1/Rad21/Ik/Ncapg2/Incenp/Cul3/Birc5/Cdc23/Mad2l1/Anapc5/Numa1/Cep192/Ttk/Fbxo5/Prpf4b/Top3a/Tpr/Bub1b/Cdc20/Ska3,35
GO:0043484,GO:0043484,regulation of RNA splicing,50/1349,194/28928,0.257731959,5.52681253,13.99148289,1.33769562737821e-23,1.47783516929403e-21,1.15095465884446e-21,Eif4a3/Sf3b5/Srsf1/Zpr1/Polr2a/Jmjd6/Smu1/Sap18/Puf60/Upf1/Rbm8a/Fam50a/Snw1/Ncbp1/Srsf7/Mettl16/Hnrnpk/Magoh/Prmt5/Cdk12/Rps13/Hnrnpu/Sf1/Trrap/Ddx5/Rbm25/Taf5l/Sgf29/Taf12/Snrnp70/Clns1a/Zc3h10/Rbm22/Hnrnpl/U2af2/Slc38a2/Rbm39/Nsrp1/Wdr77/Zfp638/Ythdc1/Ptbp1/Srsf10/C1qbp/Taf6l/Dyrk1a/Smn1/Rnps1/Exosc10/Taf10,50
GO:0006354,GO:0006354,DNA-templated transcription elongation,40/1349,121/28928,0.330578512,7.088936402,14.84408806,1.40711672486329e-23,1.51837711706178e-21,1.18252918395488e-21,Ncbp2/Wdr82/Med22/Paf1/Ncbp1/Nelfcd/Ubtf/Med11/Pcid2/Supt16/Cdc73/Cdk12/Elob/Polr1d/Cdk9/Supt6/Hnrnpu/Sart3/Med27/Ercc3/Med7/Med26/Brd4/Eaf1/Rtf1/Med8/Ccnk/Med30/Eapp/Med31/Supt5/Med4/Med21/Med10/Polr2m/Zmynd8/Usp7/Polr2i/Scaf8/Med28,40
GO:0070897,GO:0070897,transcription preinitiation complex assembly,31/1349,68/28928,0.455882353,9.775956046,16.023934,1.58616938837362e-23,1.67268771864855e-21,1.30270801681499e-21,Taf1c/Brf2/Brf1/Med22/Taf2/Gtf2a1/Med11/Taf5/Dr1/Med27/Med7/Med26/Taf12/Med8/Med30/Rrn3/Taf6/Psmc6/Med31/Taf7/Med4/Med21/Med10/Taf8/Tbp/Taf6l/Smarcb1/Taf10/Med28/Bdp1/Taf3,31
GO:1902850,GO:1902850,microtubule cytoskeleton organization involved in mitosis,46/1349,164/28928,0.280487805,6.014789636,14.24355572,1.69124550694019e-23,1.74386203382277e-21,1.35813937434518e-21,Rae1/Cltc/Cdk1/Ccnb1/Plk1/Dync1h1/Dctn6/Smc3/Sbds/Chmp6/Aurka/Spdl1/Ndc80/Bccip/Cenpa/Stil/Cdca8/Tubg1/Chmp4b/Cenph/Hnrnpu/Bora/Stag2/Hdac3/Incenp/Kpnb1/Ptpa/Birc5/Mad2l1/Pibf1/Kif3b/Nudc/Kat5/Numa1/Cep192/Chmp3/Tpr/Kif4/Tpx2/Chmp7/Dctn2/Prc1/Sass6/Cdc20/Fbxw11/Kif23,46
GO:0006383,GO:0006383,transcription by RNA polymerase III,28/1349,54/28928,0.518518519,11.11912802,16.46095052,2.34751148949681e-23,2.36792463288374e-21,1.84416634861386e-21,Gtf3c1/Brf2/Snapc3/Polr3h/Brf1/Polr3b/Snapc5/Polr3a/Smarca5/Sf3b1/Polr1d/Polr3f/Mybbp1a/Crcp/Polr3e/Polr3d/Mtor/Rptor/Polr3k/Snapc4/Gtf3c4/Snapc1/Dhx36/Chd8/Tbp/Gtf3c6/Bdp1/Gtf3c3,28
GO:0042273,GO:0042273,ribosomal large subunit biogenesis,30/1349,65/28928,0.461538462,9.897245823,15.88217397,5.22640863195773e-23,5.15968852176252e-21,4.01842347894981e-21,Nip7/Mak16/Nle1/Nop16/Pak1ip1/Wdr74/Rpf2/Rpl5/Gtpbp4/Ftsj3/Ppan/Rpl7/Nop53/Bop1/Mrto4/Heatr3/Sdad1/Brix1/Dhx30/Wdr12/Rpl7l1/LTO1/Mdn1/Trmt112/Pes1/Rpl7a/Tma16/Gtf3a/Rpl14/Ebna1bp2,30
GO:0033045,GO:0033045,regulation of sister chromatid segregation,36/1349,109/28928,0.330275229,7.082432791,14.07082396,2.41450692897529e-21,2.32354947231443e-19,1.80960647424125e-19,Cdk1/Ccnb1/Plk1/Bub3/Actl6a/Spdl1/Ndc80/Anapc11/Pcid2/Anapc2/Cdca8/Hnrnpu/Anapc1/Knl1/Rad21/Ik/Cdc27/Smarca4/Incenp/Cul3/Birc5/Cdc23/Mad2l1/Smarce1/Anapc5/Kat5/Numa1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3/Smarcb1,36
GO:1905818,GO:1905818,regulation of chromosome separation,31/1349,78/28928,0.397435897,8.522628348,14.71337873,2.45374836515963e-21,2.32354947231443e-19,1.80960647424125e-19,Ccnb1/Plk1/Bub3/Smc4/Ncaph2/Spdl1/Ndc80/Anapc11/Pcid2/Smc2/Cdca8/Ncapd2/Knl1/Rad21/Ik/Ncapg2/Incenp/Cul3/Birc5/Cdc23/Mad2l1/Anapc5/Numa1/Cep192/Ttk/Fbxo5/Prpf4b/Tpr/Bub1b/Cdc20/Ska3,31
GO:0007052,GO:0007052,mitotic spindle organization,39/1349,131/28928,0.297709924,6.384101313,13.6597787,3.680943084372e-21,3.41591518229722e-19,2.66035318076823e-19,Rae1/Cltc/Ccnb1/Plk1/Dync1h1/Dctn6/Smc3/Sbds/Chmp6/Aurka/Ndc80/Bccip/Stil/Cdca8/Tubg1/Chmp4b/Cenph/Hnrnpu/Bora/Stag2/Incenp/Kpnb1/Ptpa/Birc5/Pibf1/Kif3b/Nudc/Numa1/Cep192/Chmp3/Tpr/Kif4/Tpx2/Chmp7/Dctn2/Prc1/Sass6/Cdc20/Kif23,39
GO:0000724,GO:0000724,double-strand break repair via homologous recombination,45/1349,178/28928,0.252808989,5.421244201,13.08591199,5.21858008609169e-21,4.74788462734616e-19,3.69770597225031e-19,Gins2/Plk1/Rad51/Ruvbl2/Yeats4/Psmd14/Smc6/Ppp4c/Ino80/Rpa2/Actl6a/Topbp1/Mcm5/Meaf6/Sfpq/Mcm3/Ruvbl1/Skp2/Htatsf1/Trrap/Timeless/Chek1/Rad21/Ints3/Mms22l/Prmt1/Ube2n/Hus1/Rad51c/Dmap1/Cdc45/Mcm4/Brca1/Rad51d/Smc5/Kat5/Rpa3/Nipbl/Mcm2/Top3a/Cdc7/Zmynd8/C1qbp/Actr2/Gins4,45
GO:0006368,GO:0006368,transcription elongation by RNA polymerase II,35/1349,105/28928,0.333333333,7.148010872,13.9581577,6.12033571041686e-21,5.46122263391043e-19,4.25326163843342e-19,Ncbp2/Med22/Paf1/Ncbp1/Nelfcd/Med11/Pcid2/Supt16/Cdc73/Cdk12/Elob/Cdk9/Supt6/Hnrnpu/Sart3/Med27/Med7/Med26/Brd4/Eaf1/Rtf1/Med8/Ccnk/Med30/Eapp/Med31/Supt5/Med4/Med21/Med10/Polr2m/Zmynd8/Usp7/Polr2i/Med28,35
GO:0072594,GO:0072594,establishment of protein localization to organelle,74/1349,459/28928,0.161220044,3.457207873,11.73628237,7.92386726695036e-21,6.93712153182069e-19,5.40270830733676e-19,Cdk1/Zpr1/Cct4/Ran/Nup93/Hspa5/Cct8/Cse1l/Cct3/Ipo13/Vps25/Ruvbl2/Smo/Tcp1/Nup85/Srp19/Grpel1/Timm29/Sec13/Timm44/Cct5/Ndufa13/Pmpcb/Nup155/Hgs/Get4/Ipo7/Chmp4b/Snf8/Dnajc19/Tardbp/Tnpo3/Ranbp2/Pmpca/Ddx5/Heatr3/Hdac3/Srp54a/Usp9x/Nup54/Kpnb1/Vps36/Tnpo1/Ptpn23/Srp72/Nup88/Timm10/Ect2/Snupn/Dkc1/Dmap1/Get1/Nup107/Rbm22/Nup214/Brca1/Romo1/Timm23/Vps53/Nipbl/Hspd1/Ift122/Tsg101/Gga3/Tpr/Spcs2/Timm50/Pik3r4/Dyrk1a/Srp68/Sec61a1/Trim28/Sec63/Tomm22,74
GO:0051236,GO:0051236,establishment of RNA localization,42/1349,157/28928,0.267515924,5.73662019,13.1616193,1.03531628503066e-20,8.71879566267996e-19,6.79029616832584e-19,Eif4a3/Thoc3/Rae1/Srsf1/Ran/Nup93/Ncbp2/Xpo1/Rbm8a/Nup85/Ncbp1/Srsf7/Pnpt1/Pcid2/Sec13/Magoh/Nxf1/Nup155/Nup43/Supt6/Ranbp2/Pabpn1/Phax/Nup54/Xpo5/Kpnb1/Nup160/Nup88/Snupn/Alyref/Nup107/Nup214/Gle1/Thoc1/Nrde2/Mrpl18/Eif4e/Lrpprc/Tpr/Ythdc1/Ahctf1/Atr,42
GO:0006913,GO:0006913,nucleocytoplasmic transport,65/1349,366/28928,0.177595628,3.808366448,11.95827197,1.05226844204758e-20,8.71879566267996e-19,6.79029616832584e-19,Eif4a3/Thoc3/Rae1/Cdk1/Zpr1/Ran/Nup93/Rangap1/Ncbp2/Ptpn11/Xpo1/Cse1l/Ipo13/Rbm8a/Smo/Nup85/Hspa9/Ncbp1/Pcid2/Sec13/Magoh/Nxf1/Nup155/Nup43/Lsg1/Ipo7/Supt6/Tardbp/Tnpo3/Ranbp2/Pabpn1/Ddx5/Phax/Heatr3/Hdac3/Sdad1/Txn1/Nup54/Xpo5/Kpnb1/Tnpo1/Nup160/Cdan1/Nup88/Ect2/Snupn/Dmap1/Rps15/Alyref/Nup107/Rbm22/Nup214/Brca1/Gle1/Thoc1/Nrde2/Mdn1/Eif4e/Prpf4b/Tpr/Ythdc1/Dyrk1a/Ahctf1/Trim28/Nmd3,65
GO:0051169,GO:0051169,nuclear transport,65/1349,366/28928,0.177595628,3.808366448,11.95827197,1.05226844204758e-20,8.71879566267996e-19,6.79029616832584e-19,Eif4a3/Thoc3/Rae1/Cdk1/Zpr1/Ran/Nup93/Rangap1/Ncbp2/Ptpn11/Xpo1/Cse1l/Ipo13/Rbm8a/Smo/Nup85/Hspa9/Ncbp1/Pcid2/Sec13/Magoh/Nxf1/Nup155/Nup43/Lsg1/Ipo7/Supt6/Tardbp/Tnpo3/Ranbp2/Pabpn1/Ddx5/Phax/Heatr3/Hdac3/Sdad1/Txn1/Nup54/Xpo5/Kpnb1/Tnpo1/Nup160/Cdan1/Nup88/Ect2/Snupn/Dmap1/Rps15/Alyref/Nup107/Rbm22/Nup214/Brca1/Gle1/Thoc1/Nrde2/Mdn1/Eif4e/Prpf4b/Tpr/Ythdc1/Dyrk1a/Ahctf1/Trim28/Nmd3,65
GO:0000725,GO:0000725,recombinational repair,45/1349,183/28928,0.245901639,5.273122775,12.82502365,1.73818597283101e-20,1.41494437086595e-18,1.10197459736452e-18,Gins2/Plk1/Rad51/Ruvbl2/Yeats4/Psmd14/Smc6/Ppp4c/Ino80/Rpa2/Actl6a/Topbp1/Mcm5/Meaf6/Sfpq/Mcm3/Ruvbl1/Skp2/Htatsf1/Trrap/Timeless/Chek1/Rad21/Ints3/Mms22l/Prmt1/Ube2n/Hus1/Rad51c/Dmap1/Cdc45/Mcm4/Brca1/Rad51d/Smc5/Kat5/Rpa3/Nipbl/Mcm2/Top3a/Cdc7/Zmynd8/C1qbp/Actr2/Gins4,45
GO:0000075,GO:0000075,cell cycle checkpoint signaling,49/1349,218/28928,0.224770642,4.819988983,12.52109112,2.22098303739795e-20,1.77678642991836e-18,1.38378126449858e-18,Cdk1/Rad1/Ccnb1/Plk1/Ptpn11/Dna2/Rps6/Bub3/Rad51/Rad9a/Rpa2/Aurka/Spdl1/Topbp1/Ndc80/Pcid2/Stil/Cdca8/Trrap/Knl1/Timeless/Orc1/Nop53/Chek1/Ints3/Ik/Brd4/Hus1/Incenp/Hinfp/Clspn/Birc5/Mad2l1/Ppp1r10/Brca1/Rad17/Cdt1/Cep192/Mbtps1/Ttk/Ccnd1/Prpf4b/Tpr/Zfp830/Bub1b/Cdc20/Ska3/Atr/Dot1l,49
