,id,num,neg.score,neg.p.value,neg.fdr,neg.rank,neg.goodsgrna,neg.lfc,pos.score,pos.p.value,pos.fdr,pos.rank,pos.goodsgrna,pos.lfc
1277,Gm14231,1,0.00048394,0.00048752,0.011438,1318,1,-4.0204,0.99952,0.99954,1,20040,0,-4.0204
1278,Cog1,4,0.00048687,0.0018347,0.029188,1319,4,-1.2682,0.99951,0.99953,1,20039,0,-1.2682
1279,Rac3,4,0.00048703,0.0018351,0.029188,1320,4,-0.59444,0.99951,0.99952,1,20038,0,-0.59444
1280,Ttc26,4,0.00048802,0.0018375,0.029203,1321,4,-1.4161,0.99951,0.99952,1,20037,0,-1.4161
1281,Gm7488,3,0.00048825,0.0014178,0.024199,1322,3,-1.2965,0.99951,0.99951,1,20036,0,-1.2965
1282,Cdc7,4,0.00049233,0.0018538,0.029418,1323,4,-1.4272,0.99951,0.99952,1,20035,0,-1.4272
1283,H2aj,4,0.00049561,0.0018659,0.029588,1324,3,-2.7766,0.84117,0.84061,1,16240,0,-2.7766
1284,Inpp5e,4,0.00049616,0.0018682,0.029603,1325,4,-0.89733,0.9995,0.99952,1,20033,0,-0.89733
1285,Cox10,4,0.00049717,0.0018748,0.029685,1326,4,-1.1658,0.9995,0.99951,1,20032,0,-1.1658
1286,Zfp830,4,0.00050356,0.0018948,0.02998,1327,4,-1.6828,0.9995,0.99951,1,20031,0,-1.6828
1287,Chmp7,4,0.00050423,0.0018985,0.029994,1328,4,-1.8612,0.9995,0.99951,1,20030,0,-1.8612
1288,Polr2m,4,0.00050508,0.0019013,0.030016,1329,4,-1.3347,0.99949,0.9995,1,20029,0,-1.3347
1289,Dctn2,4,0.0005061,0.0019046,0.030045,1330,4,-1.5143,0.99949,0.9995,1,20028,0,-1.5143
1290,Slc7a6os,4,0.00050776,0.0019083,0.030082,1331,4,-2.4853,0.99879,0.99879,1,19811,0,-2.4853
1291,Rpn2,4,0.00051121,0.0019228,0.030287,1332,4,-1.0732,0.99949,0.9995,1,20027,0,-1.0732
1292,Rhox2a,6,0.00051155,0.0024091,0.036049,1333,5,-0.60461,0.99919,0.99918,1,19909,0,-0.60461
1293,Gtf3c6,4,0.00051559,0.0019419,0.030508,1334,3,-1.757,0.76466,0.76452,1,14882,0,-1.757
1294,Ppp1cb,4,0.00051575,0.0019419,0.030508,1335,4,-1.4638,0.99948,0.99949,1,20026,0,-1.4638
1295,Cox16,4,0.00051634,0.0019438,0.030508,1336,3,-1.8486,0.94555,0.94544,1,18103,0,-1.8486
1296,Actg1,3,0.0005166,0.0014891,0.025055,1337,3,-1.7376,0.99948,0.99948,1,20025,0,-1.7376
1297,Ddx47,4,0.00051998,0.0019559,0.030672,1338,4,-2.6553,0.99948,0.99949,1,20024,0,-2.6553
1298,Vmn1r143,3,0.00052147,0.0015041,0.025246,1339,3,-1.4149,0.99948,0.99947,1,20023,0,-1.4149
1299,Mrps24,4,0.00052464,0.0019704,0.030876,1340,3,-1.6803,0.47462,0.52283,1,10440,1,-1.6803
1300,Pdap1,4,0.00052607,0.0019736,0.030904,1341,4,-1.2175,0.99947,0.99948,1,20022,0,-1.2175
1301,Gm10120,3,0.00052613,0.0015125,0.02529,1342,3,-1.911,0.99947,0.99947,1,20021,0,-1.911
1302,Timm50,3,0.00052958,0.0015236,0.025394,1343,3,-1.7863,0.99947,0.99947,1,20020,0,-1.7863
1303,Tmem242,4,0.00053591,0.0020077,0.031391,1344,4,-0.62213,0.99946,0.99947,1,20019,0,-0.62213
1304,Rpl27a,3,0.00053602,0.0015414,0.025609,1345,3,-2.886,0.99946,0.99946,1,20018,0,-2.886
1305,Gm13680,2,0.00053812,0.0010149,0.018953,1346,2,-3.9736,0.99946,0.99944,1,20017,0,-3.9736
1306,Cc2d2a,4,0.00053964,0.0020175,0.031521,1347,4,-1.5047,0.99946,0.99947,1,20016,0,-1.5047
1307,Gm12191,2,0.00053987,0.0010182,0.018997,1348,2,-3.5246,0.99946,0.99944,1,20015,0,-3.5246
1308,Elp1,4,0.00054089,0.0020217,0.031563,1349,4,-1.2462,0.99946,0.99947,1,20014,0,-1.2462
1309,Exosc5,4,0.0005433,0.0020296,0.031664,1350,4,-1.9021,0.99946,0.99946,1,20012,0,-1.9021
1310,Dars2,4,0.00054626,0.0020417,0.031755,1351,4,-1.4191,0.99945,0.99946,1,20011,0,-1.4191
1311,Rrp7a,3,0.00054654,0.0015726,0.026026,1352,3,-2.1585,0.99945,0.99945,1,20010,0,-2.1585
1312,Ttc8,4,0.0005468,0.0020422,0.031755,1353,4,-1.2844,0.99945,0.99946,1,20009,0,-1.2844
1313,Gspt1,4,0.0005477,0.002045,0.031755,1354,4,-1.9172,0.99945,0.99946,1,20008,0,-1.9172
1314,Brpf1,4,0.00055185,0.0020627,0.031992,1355,4,-0.62259,0.99945,0.99945,1,20006,0,-0.62259
1315,BC005624,4,0.00055258,0.002066,0.032003,1356,4,-0.90383,0.99945,0.99945,1,20005,0,-0.90383
1316,Rpap3,4,0.00055276,0.0020664,0.032003,1357,4,-0.95915,0.99945,0.99945,1,20004,0,-0.95915
1317,Sart1,4,0.00055477,0.0020748,0.03211,1358,4,-1.6326,0.99806,0.99807,1,19682,0,-1.6326
1318,Ptcd3,4,0.00055949,0.0020995,0.032445,1359,4,-1.6576,0.99944,0.99944,1,20003,0,-1.6576
1319,Gm5543,4,0.00056509,0.0021219,0.032767,1360,4,-0.72887,0.99943,0.99944,1,20002,0,-0.72887
1320,Gm15427,2,0.00056768,0.0010737,0.019721,1361,2,-2.5104,0.99943,0.99941,1,20001,0,-2.5104
1321,Pafah1b2,4,0.00056944,0.0021401,0.032981,1362,4,-0.9787,0.99943,0.99944,1,20000,0,-0.9787
1322,Rpn1,4,0.00056985,0.002142,0.032981,1363,3,-3.05,0.99314,0.99313,1,19299,0,-3.05
1323,Ythdc1,4,0.00056999,0.002142,0.032981,1364,4,-1.0012,0.99943,0.99944,1,19999,0,-1.0012
1324,Mrpl13,4,0.00057222,0.0021485,0.033057,1365,4,-1.1489,0.99943,0.99943,1,19998,0,-1.1489
1325,Ptbp1,4,0.00057315,0.0021504,0.033062,1366,4,-1.1325,0.99943,0.99943,1,19997,0,-1.1325
1326,Tmem126b,4,0.00057352,0.0021522,0.033067,1367,4,-1.0473,0.99943,0.99943,1,19996,0,-1.0473
1327,Wars,4,0.0005791,0.0021755,0.033352,1368,3,-2.5418,0.94016,0.94008,1,18012,0,-2.5418
1328,BC080696,7,0.00058035,0.0030079,0.042806,1369,6,-0.8707,0.95704,0.95698,1,18334,0,-0.8707
1329,Ddx27,4,0.00058214,0.0021844,0.033454,1370,4,-1.5279,0.99942,0.99943,1,19994,0,-1.5279
1330,Prc1,4,0.00058271,0.0021853,0.033454,1371,4,-1.8094,0.99942,0.99943,1,19993,0,-1.8094
1331,Pik3r4,4,0.00058422,0.0021919,0.033524,1372,4,-1.2597,0.99942,0.99942,1,19991,0,-1.2597
1332,LOC100861749,1,0.00058449,0.00058917,0.012977,1373,1,-3.5658,0.99942,0.99945,1,19990,0,-3.5658
1333,Sass6,4,0.00058498,0.0021942,0.033524,1374,4,-1.1251,0.99942,0.99942,1,19989,0,-1.1251
1334,Gm11694,4,0.00058573,0.0021947,0.033524,1375,4,-1.3378,0.99941,0.99942,1,19988,0,-1.3378
1335,Stx5a,4,0.00058751,0.0021998,0.033555,1376,2,-1.5,0.94822,0.94819,1,18158,0,-1.5
1336,Grin2c,4,0.00058858,0.002203,0.03358,1377,4,-0.87297,0.99941,0.99942,1,19987,0,-0.87297
1337,Tprkb,4,0.00059086,0.00221,0.033663,1378,4,-1.2123,0.99941,0.99941,1,19986,0,-1.2123
1338,Ppie,4,0.00059201,0.0022138,0.033695,1379,4,-1.3382,0.99941,0.99941,1,19985,0,-1.3382
1339,Srsf10,4,0.00059239,0.0022156,0.0337,1380,4,-1.6123,0.99941,0.99941,1,19984,0,-1.6123
1340,Brd2,4,0.00060412,0.0022618,0.034307,1381,4,-1.6353,0.9994,0.9994,1,19982,0,-1.6353
1341,Hcfc1,4,0.00060451,0.0022632,0.034307,1382,4,-1.9316,0.9994,0.9994,1,19981,0,-1.9316
1342,Cd3eap,4,0.00060454,0.0022632,0.034307,1383,3,-1.942,0.90967,0.90942,1,17429,0,-1.942
1343,Rpl7a,3,0.0006064,0.0017405,0.028124,1384,2,-3.3529,0.93149,0.93151,1,17855,0,-3.3529
1344,Gm3962,6,0.00060735,0.0028335,0.040872,1385,5,-0.82201,0.99845,0.99844,1,19756,0,-0.82201
1345,Zmynd8,4,0.00060761,0.0022772,0.034488,1386,4,-0.90758,0.99939,0.99939,1,19980,0,-0.90758
1346,Dnajc8,4,0.00060913,0.00228,0.034502,1387,4,-1.2036,0.99678,0.99677,1,19541,0,-1.2036
1347,Mrpl19,4,0.00060976,0.0022814,0.034502,1388,4,-0.81532,0.99939,0.99939,1,19979,0,-0.81532
1348,Nupl1,4,0.00061269,0.0022963,0.034682,1389,4,-1.5288,0.99939,0.99939,1,19977,0,-1.5288
1349,Rpl12,3,0.00061283,0.0017657,0.028402,1390,3,-2.6117,0.99939,0.99939,1,19976,0,-2.6117
1350,Ddx59,4,0.00061288,0.0022968,0.034682,1391,4,-1.5861,0.99939,0.99939,1,19975,0,-1.5861
1351,Noc4l,4,0.00061333,0.0022982,0.034682,1392,3,-1.8051,0.98895,0.98896,1,19112,0,-1.8051
1352,Haus1,4,0.00061543,0.0023061,0.034777,1393,4,-1.8475,0.99938,0.99939,1,19973,0,-1.8475
1353,Ndufa11,4,0.00061602,0.0023084,0.034787,1394,4,-1.1332,0.99938,0.99939,1,19972,0,-1.1332
1354,Ak2,4,0.00061661,0.0023108,0.034797,1395,4,-0.68782,0.99938,0.99939,1,19971,0,-0.68782
1355,C1qbp,4,0.00062214,0.0023331,0.035085,1396,4,-1.0252,0.99938,0.99938,1,19970,0,-1.0252
1356,Tma16,4,0.00062389,0.0023369,0.035116,1397,3,-2.3071,0.6231,0.63098,1,12455,1,-2.3071
1357,Usp7,4,0.00062559,0.0023434,0.035189,1398,4,-1.7777,0.99927,0.99927,1,19937,0,-1.7777
1358,Taf6l,4,0.0006281,0.0023523,0.035297,1399,4,-1.914,0.99937,0.99937,1,19969,0,-1.914
1359,Anln,4,0.0006292,0.0023546,0.035307,1400,4,-0.69045,0.99937,0.99937,1,19968,0,-0.69045
1360,Cep120,4,0.00063405,0.0023714,0.035534,1401,4,-2.0153,0.99828,0.99828,1,19725,0,-2.0153
1361,Zfp335,4,0.00064422,0.0024119,0.036065,1402,4,-2.4262,0.99936,0.99936,1,19967,0,-2.4262
1362,Bub1b,4,0.00064584,0.0024175,0.036124,1403,4,-1.7226,0.99935,0.99936,1,19966,0,-1.7226
1363,Gm17019,2,0.0006495,0.0012247,0.021743,1404,2,-3.7211,0.99935,0.99933,1,19965,0,-3.7211
1364,Gnl3,4,0.00065034,0.0024353,0.036337,1405,4,-1.4124,0.99935,0.99935,1,19964,0,-1.4124
1365,Cby1,4,0.00065095,0.0024371,0.03634,1406,4,-0.81324,0.99935,0.99935,1,19963,0,-0.81324
1366,Gnl3l,4,0.00065259,0.0024432,0.036404,1407,4,-1.3664,0.99935,0.99935,1,19962,0,-1.3664
1367,Mrpl47,4,0.00065366,0.002446,0.036421,1408,3,-1.8335,0.97856,0.97857,1,18810,0,-1.8335
1368,Dyrk1a,4,0.00065671,0.0024586,0.036557,1410,4,-0.79853,0.99934,0.99935,1,19961,0,-0.79853
1369,Pdcl,4,0.00065795,0.0024632,0.0366,1411,4,-1.1094,0.99934,0.99934,1,19960,0,-1.1094
1370,Caml,4,0.00066188,0.0024763,0.036743,1412,4,-0.95075,0.99934,0.99934,1,19959,0,-0.95075
1371,H4c6,4,0.00067148,0.002508,0.037136,1413,4,-1.0321,0.99933,0.99933,1,19958,0,-1.0321
1372,Ccdc130,4,0.00067505,0.0025234,0.037311,1414,4,-0.93911,0.99932,0.99933,1,19956,0,-0.93911
1373,Otud6b,3,0.00067581,0.001944,0.030508,1415,3,-1.3952,0.99932,0.99933,1,19955,0,-1.3952
1374,Evpl,4,0.00067652,0.002529,0.037368,1416,4,-0.62664,0.99932,0.99933,1,19954,0,-0.62664
1375,Srp68,4,0.00068479,0.0025607,0.03781,1417,4,-1.5772,0.99932,0.99932,1,19952,0,-1.5772
1376,H2bc15,2,0.00069122,0.0012942,0.022525,1418,2,-2.7327,0.99489,0.99479,1,19381,0,-2.7327
1377,Ptges3,3,0.00069546,0.0019923,0.031173,1419,3,-1.84,0.9993,0.9993,1,19950,0,-1.84
1378,Sult6b2,4,0.00069678,0.002605,0.038411,1420,4,-0.6612,0.9993,0.99931,1,19949,0,-0.6612
1379,Dnttip2,4,0.00069851,0.002612,0.038487,1421,4,-0.91042,0.9993,0.99931,1,19948,0,-0.91042
1380,Mrpl28,4,0.00070024,0.0026143,0.038495,1422,4,-1.5069,0.9993,0.99931,1,19947,0,-1.5069
1381,Ahctf1,4,0.00070262,0.0026246,0.038619,1423,4,-1.0406,0.9993,0.9993,1,19946,0,-1.0406
1382,Pnn,4,0.00071876,0.0026768,0.03932,1424,3,-2.4054,0.99345,0.99343,1,19314,0,-2.4054
1383,Bnip1,4,0.00071882,0.0026777,0.03932,1425,4,-0.86499,0.99928,0.99928,1,19943,0,-0.86499
1384,Rbbp5,4,0.0007211,0.0026875,0.039436,1426,4,-1.9938,0.99825,0.99826,1,19717,0,-1.9938
1385,Krtap5-3,4,0.00072236,0.0026917,0.039471,1427,4,-0.76862,0.99928,0.99928,1,19941,0,-0.76862
1386,Smn1,4,0.00072502,0.0027001,0.039539,1428,4,-1.4089,0.99927,0.99928,1,19940,0,-1.4089
1387,Polr2i,4,0.00072813,0.0027132,0.039696,1429,3,-2.2339,0.43916,0.50068,1,10019,1,-2.2339
1388,Cd300a,4,0.0007288,0.0027146,0.039696,1430,4,-0.91325,0.99927,0.99927,1,19939,0,-0.91325
1389,Msto1,4,0.00072992,0.0027164,0.039696,1431,4,-0.94012,0.99927,0.99927,1,19938,0,-0.94012
1390,Mcl1,4,0.00073095,0.0027216,0.039744,1432,4,-1.2668,0.99826,0.99826,1,19722,0,-1.2668
1391,Coa5,4,0.00073662,0.0027454,0.040063,1433,3,-2.2901,0.97819,0.97819,1,18804,0,-2.2901
1392,Cactin,4,0.00073821,0.00275,0.040104,1434,4,-1.2859,0.99926,0.99926,1,19935,0,-1.2859
1393,Ints2,4,0.00074318,0.0027663,0.040258,1435,4,-1.3818,0.99926,0.99926,1,19934,0,-1.3818
1394,Tubgcp4,4,0.00074409,0.0027668,0.040258,1436,4,-1.582,0.99926,0.99926,1,19933,0,-1.582
1395,Cd300ld,5,0.00074433,0.0033851,0.046912,1437,4,-0.75272,0.99678,0.99676,1,19540,0,-0.75272
1396,Rac1,4,0.00074477,0.0027682,0.040258,1438,4,-0.75334,0.99926,0.99926,1,19932,0,-0.75334
1397,Sec61a1,4,0.00074681,0.0027766,0.040325,1439,4,-1.9723,0.99925,0.99926,1,19931,0,-1.9723
1398,Ptcd1,4,0.00075045,0.0027864,0.04044,1440,4,-0.75085,0.99925,0.99925,1,19930,0,-0.75085
1399,Fam122a,4,0.00075182,0.0027929,0.040486,1441,4,-1.2192,0.99925,0.99925,1,19929,0,-1.2192
1400,Actr2,4,0.00075189,0.0027934,0.040486,1442,3,-1.4606,0.91922,0.91903,1,17630,0,-1.4606
1401,Cdc20,4,0.00075218,0.0027957,0.040492,1443,4,-1.8132,0.99823,0.99823,1,19711,0,-1.8132
1402,Mrps6,4,0.0007567,0.0028106,0.04068,1444,4,-2.1725,0.998,0.998,1,19672,0,-2.1725
1403,Gm13363,3,0.00075855,0.0021741,0.033352,1445,3,-1.5324,0.99924,0.99924,1,19928,0,-1.5324
1404,Gars,4,0.00075863,0.0028181,0.040753,1446,3,-1.8853,0.26231,0.38564,1,7880,1,-1.8853
1405,Ago2,4,0.00075892,0.0028195,0.040753,1447,4,-1.6642,0.99924,0.99924,1,19927,0,-1.6642
1406,Usp39,4,0.00076202,0.0028302,0.040872,1448,4,-1.5801,0.99892,0.99891,1,19844,0,-1.5801
1407,Tsen54,4,0.00076284,0.002833,0.040872,1449,4,-0.95231,0.99924,0.99924,1,19926,0,-0.95231
1408,Cul1,4,0.00076468,0.0028419,0.040965,1450,4,-0.85207,0.99924,0.99924,1,19925,0,-0.85207
1409,Ndufb10,4,0.00077025,0.0028624,0.041212,1451,4,-1.3551,0.99923,0.99923,1,19924,0,-1.3551
1410,Lonp1,4,0.00077077,0.0028629,0.041212,1452,4,-1.7434,0.99884,0.99883,1,19821,0,-1.7434
1411,Exosc9,4,0.00077421,0.0028736,0.041323,1453,4,-1.4806,0.99923,0.99923,1,19922,0,-1.4806
1412,Cmtr1,4,0.00077444,0.0028745,0.041323,1454,4,-1.5363,0.99923,0.99923,1,19921,0,-1.5363
1413,Rdm1,4,0.00077666,0.0028848,0.041443,1455,4,-0.86244,0.99922,0.99922,1,19920,0,-0.86244
1414,Ska3,4,0.00078058,0.0028983,0.041588,1456,3,-1.2427,0.99555,0.99556,1,19440,0,-1.2427
1415,Ccnf,4,0.00078076,0.0028988,0.041588,1457,4,-0.89184,0.99922,0.99922,1,19919,0,-0.89184
1416,Cwc25,4,0.00078358,0.0029109,0.041733,1458,4,-1.1639,0.99922,0.99922,1,19918,0,-1.1639
1417,Tsr2,4,0.0007865,0.0029207,0.041845,1459,3,-2.8832,0.92479,0.92461,1,17719,0,-2.8832
1418,Zmat2,4,0.00078699,0.0029253,0.041884,1460,4,-1.6155,0.9983,0.9983,1,19728,0,-1.6155
1419,Scaf8,4,0.00078972,0.0029351,0.041968,1462,4,-1.2826,0.99921,0.99921,1,19917,0,-1.2826
1420,Ssrp1,3,0.00079035,0.0022637,0.034307,1463,3,-2.3904,0.99921,0.99921,1,19916,0,-2.3904
1421,Ctc1,4,0.00079186,0.0029421,0.042039,1464,4,-1.0551,0.99921,0.99921,1,19915,0,-1.0551
1422,Trim28,4,0.00079876,0.002965,0.042337,1465,4,-0.8495,0.9992,0.9992,1,19913,0,-0.8495
1423,Atr,4,0.00080163,0.0029748,0.042448,1466,4,-1.0664,0.9992,0.99919,1,19912,0,-1.0664
1424,Dot1l,4,0.00080379,0.002985,0.042566,1467,4,-0.90459,0.9992,0.99919,1,19911,0,-0.90459
1425,Gm10136,1,0.00081075,0.00081719,0.016126,1470,1,-4.0284,0.99919,0.99922,1,19908,0,-4.0284
1426,Trappc3,4,0.00081351,0.0030181,0.042923,1471,3,-2.427,0.085809,0.16944,0.901892,3809,1,-2.427
1427,Rnps1,4,0.00081562,0.0030261,0.043007,1472,4,-0.76302,0.99918,0.99918,1,19907,0,-0.76302
1428,Gtf3a,4,0.00081654,0.0030303,0.043038,1473,4,-2.0039,0.99915,0.99914,1,19895,0,-2.0039
1429,Hs6st1,4,0.00081878,0.0030396,0.043141,1474,4,-0.65723,0.99918,0.99917,1,19906,0,-0.65723
1430,Nkap,4,0.00082468,0.0030587,0.043355,1476,3,-1.9722,0.51331,0.54827,1,10943,1,-1.9722
1431,Dedd,4,0.00082561,0.0030615,0.043366,1477,4,-0.63107,0.99917,0.99917,1,19905,0,-0.63107
1432,Nars2,4,0.00082672,0.0030657,0.043396,1478,4,-1.8126,0.99917,0.99916,1,19902,0,-1.8126
1433,Exosc10,4,0.00083126,0.0030783,0.043494,1479,4,-1.1556,0.99917,0.99916,1,19904,0,-1.1556
1434,Fen1,4,0.00083151,0.0030788,0.043494,1480,4,-0.75535,0.99917,0.99916,1,19903,0,-0.75535
1435,Ccnc,4,0.00083339,0.0030848,0.043551,1481,3,-1.5298,0.99082,0.99078,1,19188,0,-1.5298
1436,Usp36,4,0.00083699,0.0030969,0.043693,1482,3,-1.6972,0.96297,0.96287,1,18468,0,-1.6972
1437,Tubgcp3,4,0.00083853,0.0031035,0.043737,1483,3,-1.6547,0.99485,0.99484,1,19378,0,-1.6547
1438,Resf1,4,0.00083892,0.0031053,0.043737,1484,4,-0.82578,0.99916,0.99915,1,19901,0,-0.82578
1439,Abcf1,4,0.00083916,0.0031063,0.043737,1485,4,-1.1843,0.99916,0.99915,1,19900,0,-1.1843
1440,Smarcb1,4,0.0008406,0.0031091,0.043747,1486,3,-1.896,0.94552,0.94541,1,18102,0,-1.896
1441,Mettl1,4,0.00084239,0.0031151,0.043775,1488,4,-1.0852,0.99916,0.99915,1,19898,0,-1.0852
1442,Eprs,4,0.00084463,0.0031231,0.043857,1489,4,-1.3799,0.99916,0.99915,1,19897,0,-1.3799
1443,Fbxw11,4,0.00084889,0.0031422,0.044096,1490,4,-1.6382,0.99648,0.99647,1,19512,0,-1.6382
1444,Tada2b,4,0.00085038,0.0031454,0.044113,1491,4,-1.1297,0.99915,0.99914,1,19896,0,-1.1297
1445,Bud23,4,0.00085489,0.0031594,0.044264,1492,4,-2.2016,0.99915,0.99914,1,19894,0,-2.2016
1446,Taf10,4,0.00085703,0.0031664,0.044316,1493,4,-0.90028,0.99914,0.99914,1,19893,0,-0.90028
1447,Gm5928,2,0.00086551,0.0016281,0.026676,1494,2,-3.3736,0.99913,0.99912,1,19892,0,-3.3736
1448,Med28,4,0.00086677,0.0032047,0.044766,1495,4,-1.3383,0.99913,0.99913,1,19891,0,-1.3383
1449,Nmd3,4,0.00087305,0.0032312,0.045078,1496,3,-1.8896,0.24389,0.36348,1,7476,1,-1.8896
1450,Bdp1,4,0.00087889,0.0032504,0.045285,1497,4,-1.4716,0.99912,0.99912,1,19890,0,-1.4716
1451,Cnot3,4,0.00088288,0.0032643,0.04545,1498,4,-1.2021,0.99912,0.99912,1,19889,0,-1.2021
1452,Rbm14,3,0.00088339,0.0025145,0.037206,1499,3,-2.2662,0.99912,0.99911,1,19888,0,-2.2662
1453,B4galt7,4,0.00088848,0.0032872,0.045739,1500,3,-1.5845,0.99283,0.99281,1,19280,0,-1.5845
1454,Dhx38,4,0.00089635,0.0033161,0.04608,1501,4,-1.4411,0.9991,0.9991,1,19887,0,-1.4411
1455,Kif23,4,0.00090104,0.0033329,0.046283,1503,4,-2.0475,0.9991,0.9991,1,19886,0,-2.0475
1456,Slc25a1,4,0.00090839,0.003356,0.046573,1504,4,-0.6814,0.99909,0.99909,1,19884,0,-0.6814
1457,Rars2,4,0.00091172,0.0033683,0.046714,1505,3,-1.4888,0.79317,0.79291,1,15370,0,-1.4888
1458,Taf3,4,0.00091631,0.003387,0.046912,1506,4,-0.65246,0.99908,0.99908,1,19883,0,-0.65246
1459,Rpl14,4,0.00091737,0.0033912,0.046939,1507,4,-1.4675,0.99908,0.99908,1,19882,0,-1.4675
1460,Sephs2,4,0.00092188,0.0034098,0.047136,1508,4,-0.90843,0.99908,0.99908,1,19881,0,-0.90843
1461,Mex3a,4,0.00092215,0.0034098,0.047136,1509,4,-0.6379,0.99908,0.99908,1,19880,0,-0.6379
1462,Tk1,3,0.00092356,0.0026288,0.038654,1510,3,-1.1942,0.99908,0.99908,1,19879,0,-1.1942
1463,Acad9,4,0.00092588,0.0034229,0.047255,1511,4,-1.061,0.99907,0.99907,1,19878,0,-1.061
1464,Wdr46,4,0.00093535,0.0034527,0.047636,1512,3,-2.5728,0.99496,0.99496,1,19386,0,-2.5728
1465,Gtf3c3,4,0.00093821,0.0034658,0.047785,1513,4,-1.7046,0.99906,0.99906,1,19877,0,-1.7046
1466,Mrps11,4,0.0009448,0.0034872,0.04805,1514,3,-1.8773,0.98156,0.98156,1,18880,0,-1.8773
1467,Ush1g,4,0.00094551,0.0034896,0.048051,1515,4,-0.64536,0.99905,0.99905,1,19876,0,-0.64536
1468,Ebna1bp2,4,0.00094704,0.0034975,0.048097,1516,3,-1.8491,0.9862,0.98618,1,19020,0,-1.8491
1469,Sec63,4,0.00095504,0.0035306,0.04851,1517,4,-1.3064,0.99904,0.99904,1,19875,0,-1.3064
1470,Wars2,4,0.000956,0.0035343,0.04851,1518,4,-1.534,0.99803,0.99805,1,19675,0,-1.534
1471,Ndufa4,4,0.00095777,0.0035395,0.048549,1519,4,-0.63075,0.99904,0.99904,1,19874,0,-0.63075
1472,Gm10268,1,0.00096159,0.00096221,0.018128,1520,1,-4.0605,0.99904,0.99906,1,19873,0,-4.0605
1473,Rps8,2,0.00096433,0.0018162,0.028952,1521,2,-3.0213,0.99904,0.99902,1,19872,0,-3.0213
1474,Gm3584,4,0.00096766,0.0035665,0.048869,1522,4,-1.0702,0.99903,0.99903,1,19871,0,-1.0702
1475,Gins4,4,0.00096785,0.0035674,0.048869,1523,3,-1.981,0.99577,0.99578,1,19457,0,-1.981
1476,Supt3,4,0.00097319,0.0035819,0.049004,1524,4,-0.99829,0.99903,0.99902,1,19870,0,-0.99829
1477,2210408I21Rik,4,0.00097722,0.0035954,0.049157,1525,4,-0.79897,0.99902,0.99902,1,19869,0,-0.79897
1478,Cd300lf,4,0.00098824,0.0036379,0.049674,1526,4,-0.81646,0.99901,0.999,1,19868,0,-0.81646
1479,Slc25a26,4,0.0009895,0.0036416,0.049693,1528,4,-1.4055,0.99901,0.999,1,19867,0,-1.4055
1480,Uts2r,4,0.00099301,0.0036523,0.049807,1529,4,-0.71945,0.99901,0.999,1,19866,0,-0.71945
1481,Fbf1,4,0.00099704,0.0036672,0.049978,1530,3,-1.2847,0.9961,0.9961,1,19483,0,-1.2847
1482,Gm20815,3,0.0010538,0.0030009,0.042735,1548,2,-2.0274,0.92488,0.92493,1,17721,0,-2.0274
1483,C130026I21Rik,2,0.0010718,0.0020314,0.031669,1552,2,-2.6416,0.99893,0.9989,1,19846,0,-2.6416
1484,Gm13268,2,0.0010767,0.0020426,0.031755,1554,2,-3.8097,0.99892,0.9989,1,19845,0,-3.8097
1485,Rpl34,2,0.0010792,0.0020459,0.031755,1555,2,-3.0331,0.99892,0.9989,1,19842,0,-3.0331
1486,Tbc1d16,3,0.0010809,0.0030774,0.043494,1556,3,-0.99345,0.99892,0.99892,1,19840,0,-0.99345
1487,Gm10029,2,0.0010941,0.0020809,0.03218,1558,2,-4.295,0.99891,0.99888,1,19838,0,-4.295
1488,Gm8539,3,0.001115,0.0031604,0.044264,1564,3,-1.9111,0.99889,0.99889,1,19834,0,-1.9111
1489,Gm14586,2,0.001115,0.0021284,0.032844,1565,2,-2.7187,0.99889,0.99886,1,19833,0,-2.7187
1490,Gm10036,3,0.0011421,0.0032392,0.045159,1574,3,-3.5383,0.9981,0.99812,1,19689,0,-3.5383
1491,Tomm22,2,0.0011858,0.0022609,0.034307,1585,2,-2.3017,0.99881,0.99879,1,19818,0,-2.3017
1492,Rps29,2,0.0012943,0.0024693,0.036665,1613,2,-3.2013,0.99855,0.99854,1,19768,0,-3.2013
1493,Gm12643,2,0.0013028,0.0024894,0.036911,1615,2,-3.0779,0.9987,0.99868,1,19797,0,-3.0779
1494,Gm11456,2,0.0014111,0.0026978,0.039532,1645,2,-2.6638,0.99859,0.99858,1,19774,0,-2.6638
1495,Gm10155,1,0.0014267,0.0014234,0.024275,1651,1,-6.0428,0.99857,0.99862,1,19771,0,-6.0428
1496,Vmn1r149,2,0.0014472,0.0027668,0.040258,1654,2,-2.5063,0.99855,0.99854,1,19767,0,-2.5063
1497,Gm12013,2,0.0015942,0.0030568,0.043355,1683,2,-3.3217,0.99841,0.99839,1,19747,0,-3.3217
1498,Gm4600,2,0.001652,0.0031683,0.044316,1695,2,-2.8358,0.99835,0.99832,1,19735,0,-2.8358
1499,Gm10132,2,0.0016807,0.0032284,0.045069,1700,2,-3.6664,0.99832,0.99829,1,19732,0,-3.6664
1500,Gm12712,1,0.0016906,0.0016794,0.027345,1703,1,-3.9384,0.99831,0.99833,1,19729,0,-3.9384
1501,Gm12435,2,0.0017159,0.003304,0.045942,1705,2,-2.722,0.99828,0.99825,1,19726,0,-2.722
